CurrentlyListed,Name,RFMOName,IMO,NNR,VesselType,GearType,Flag,IRCS,MMSI,GT,DWT,Length,YearOfBuild,Depth,BuiltIn,OwnerName,OperatorName,VesselStatus,IOTC,Reason1,ICCAT,Reason2,IATTC,Reason3,WCPFC,Reason4,CCAMLR,Reason5,SEAFO,Reason6,INTERPOL,Reason7,NEAFC,Reason8,NAFO,Reason9,SPRFMO,Reason10,CCSBT,Reason11,GFCM,Reason12,NPFC,Reason13,SIOFA,Reason14
True,ABDI BABA 1,Sharon 1,8692299,,Fishing Vessel,Purse seine,Unknown,,,143.000,,28.780,197401,4.000,Venezuela,Trade & Trade Yachting Ltd,Trade & Trade Yachting Ltd,In Service/Commission,2019-12 - ,Cross-listing,2008-11-24 - ,Use of fraudulent documentation,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
True,ABISHAK PUTHA 3,,,,,,,4SFXXXX,417000878,,,,,,,,,,2021-06-14 - ,Cross-listing,,,,,,,,,,,,,,,,,,,2021-03-25 - ,Cross-listing,,,,,2020 - ,Engaged in fishing for fishery resources in the Agreement Area and  are not on the SIOFA Record of Authorized Vessels
True,ABUNDANT 1,ABUNDANT 1 (YI HONG 06),,,,,,CPA 226,,,,,,,,Huang Jia Yi,Hatto Daroi,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2021-04-05 - ,Cross-listing
True,ABUNDANT 12,ABUNDANT 12 (YI HONG 106),,,,,,CPA202,,,,,,,,Huang Jia Yi,Mendez Francisco Delos Reyes,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2021-04-05 - ,Cross-listing
True,ABUNDANT 3,ABUNDANT 3 (YI HONG 16),,,,,,CPA201,,,,,,,,Huang Jia Yi,Huang Wen Hsin,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2021-04-05 - ,Cross-listing
True,ABUNDANT 6,ABUNDANT 6 (YI HONG 86),,,Fishing Vessel,Longline,,CPA221,,,,,,,,Huang Jia Yi,Huang Wen Hsin,,2017-05 - ,Operating in the IOTC area without authorisation,2017-07-15 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2021-04-05 - ,Cross-listing
True,ABUNDANT 9,ABUNDANT 9 (YI HONG 116),,,,,,CPA222,,,,,,,,Huang Jia Yi,Pan Chao Mao,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2021-04-05 - ,Cross-listing
True,ACROS NO. 2,Acros No. 2,7379345,,Fishing Vessel,,Honduras,,,284.000,343,48.240,197403,3.610,"Shizuoka, Shizuoka, Kanasashi Heavy Industries Co Ltd (Shimizu, Shizuoka , Japan), Japan","Infitco SA, Infitco Ltd","Infitco SA, Infitco Ltd",In Service/commission,2019-12 - ,Cross-listing,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
True,AL'AMIR MUHAMMAD,AL'AMIR MUHAMMAD,,,Fishing Vessel,,Egypt,,,,,,,,,,,,2019-12 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,2018-07 - ,IUU fishing in the Strait of Sicily,,,2019 - ,Cross-listing
True,ALBORAN II,Alboran II,7306570,37213PEX1,Fishing Vessel,Trawl unspecified,,,,252.000,129,31.250,197404,3.750,"Gijon, Sociedad Metalurgica Duro Felguera - Gijon Yard/hull No.: 97, Spain",Redfin Investments SA,Redfin Investments SA,Total Loss,2019-12 - ,Cross-listing,2020 - ,Cross-listing,,,,,,,2008-03-18 - ,,,,2008-03-18 - ,,2008-08-04 - ,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,ALFA,Alfa,7436533,C-00951,Reefer,,Georgia,4LPN,,669.000,518,55.020,197403,5.190,"Khabarovsk, Khabarovskiy Sudostroitelnyy Zavod im Kirova - Khabarovsk Yard/hull No.: 807, U.S.S.R.",Stratford Vale Corp,JSC Fishery Group,Total Loss,,,,,,,,,,,2007-10-31 - 2009-11-13,,,,2007-06-12 - 2009-11-13,OBS by NOR TRA in RA SCH 07/37,2008-01-05 - 2009-11-13,,,,,,,,,,,
True,"ALWESAM 5, AL WESAM 5",AL WESAM 5,,,"Fishing Vessel, Stern Trawler",Trawl unspecified,,HSN5447,,384.050,,40.000,,4.000,,Marine Renown SARL,,,2018-05 - ,Contravention of IOTC Resolution 17/03,2018-06-06 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,AMORINN,Amorinn,7036345,,Fishing Vessel,,Unknown,,,530.000,411,54.240,197003,3.750,"Niigata, Niigata, Niigata Engineering Co Ltd - Niigata NI Yard/hull No.: 866, Japan",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2003-11-07 - ,Inside Division 58.4.2,2007-10-31 - ,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
True,ANEKA 228,Aneka 228,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,ANTONY,Antony,7236634,,Fishing Vessel,,Unknown,,,346.000,347,50.400,197200,3.610,"Shimizu, Shizuoka, Miho Zosensho K.K. Shimizu, Japan",World Ocean Fishing SL; World Oceans Fishing SL,World Oceans Fishing SL,In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2016-10-28 - ,Supporting IUU listed vessels,2016 - ,From CCAMLR,,,,,,,,,,,,,,,2019 - ,Cross-listing
False,AQUARUS,Aquarus,,,,,St. Vincent and the Grenadines,,,,,,,,,,,,,,2004-11-21 - 2006-11-26,,,,,,,,,,,,,,,,,,,,,,,,,
False,AROGYA ANNAI,BEO HINGIS,,IND-KL-04-MM-1617,Fishing Vessel,"Lines unspecified, Gillnets",India,,,86.000,,22.000,2012,,Kochi,Siraj,,,2017-05 - 2018-12-14,Fishing without a license in the waters of the UK (OT),2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
True,ASIAN WARRIOR,ASIAN WARRIOR,7322897,,Fishing Vessel,,Equatorial Guinea,,,"284.000, 656.000, 647.000",,48.210,197305,3.610,"Shizuoka, Shizuoka, Kanasashi Heavy Industries Co Ltd (Shimizu, Shizuoka , Japan), Japan",High Mountain Overseas S.A.,,In Service/commission,2015-05-01 - ,,2015-10-02 - ,Following IOTC,,,,,2003-11-07 - ,Inside Division 58.5.2,2007-10-31 - ,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,ATLANTIC GLORY,TS Elegance,8919403,011021791,Fishing Vessel,Purse seine,Belize,V3PB8,312864000,"2027.000, 2109.000, 1208.079",1650,79.800,199104,8.900,"Huelva S.A., Astilleros De, Spain",,,In Service/commission,2005-06-03 - 2006-05-26,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
False,ATLANTIC PRINCE,TS Emerald,8919415,"011121792, 011021792",Fishing Vessel,"Purse seine, Seine other",Belize,V3PG8,312867000,"2027.000, 2109.000",1650,79.800,199107,8.900,"Huelva S.A., Astilleros De, Spain",,,In Service/commission,2005-06-03 - 2006-05-26,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
False,ATLANTIC QUEEN,TS Prosperity,9223227,"GSR 0179, 316640",Fishing Vessel,Purse seine,Ghana,9GHE,627179000,1664.000,1566,72.530,200007,5.700,Niigata Shipbuilding & Repair Inc,,Africa Star Fisheries Ltd,In Service/commission,2005-06-03 - 2006-05-26,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
True,ATLANTIC WIND,ATLANTIC WIND,9042001,,Fishing Vessel,Gillnets,Unknown,,,851.000,652,61.720,199012,4.170,"Busan, Dae Sun Shipbuilding & Engineering Co (Busan , Korea, South), Dae Sun Shipbuilding &amp; Engineering Pusan, South Korea, South Korea, Korea, South",High Mountain Overseas S.A.; Bright Future Invest NV,Bright Future Invest NV,In Service/commission,2015-05-01 - ,,2015-10-02 - ,,,,,,2004-11-05 - ,"Fishing inside Division 58.4.3b; Inside Division 58.4.3a; Fishing inside Division 58.4.3a; Undocumented landing, Malaysia",2007-10-31 - ,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,AVIOR,Avior,7612321,M-00890,Reefer,,Georgia,4LIJ,,673.000,518,55.000,197512,5.160,"Khabarovsk, Khabarovskiy Sudostroitelnyy Zavod im Kirova - Khabarovsk Yard/hull No.: 808, U.S.S.R.",ArdiStelo Ltd (OOO 'ArdiStella'),ArdiStelo Ltd (OOO 'ArdiStella'),Broken Up,,,,,,,,,,,2007-10-31 - 2009-11-13,,,,2006-08-26 - 2009-11-13,1st OBS by NOR TRA in RA,2007-07-22 - 2009-11-13,,,,,,,,,,,
False,BALENA,Balena,,,,,Unknown,,,,,,,,,Long Bow Fishing Co Ltd,,,2010-03-05 - 2011-03-22,Contravention of IOTC Resolution 07/02 and 09/03,,,,,,,,,,,,,,,,,,,,,,,,,,
True,BAROON,Baroon,9037537,,Fishing Vessel,Longline,Unknown,,,616.000,,55.160,"1990, 199108",3.750,"Shizuoka, Shizuoka, Kanasashi Heavy Industries Co Ltd, Japan",Vero Shipping Corporation,,In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2007-11-02 - ,Inside Division 88.1; Fishing inside Division 58.4.1,2007-11-02 - ,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,BELLATOR,BELLATOR,9179359,,"Fishing Vessel, Stern Trawler","Trawl unspecified, Purse seine",Angola,D3P5442,603100323,707.000,600,47.450,199809,7.050,"Urk, Metz BV, Urk, NL, NETHERLANDS","Cat-Congelacao Atlantica Do Tombwa, S.A.",,Laid-Up,2019-12 - 2021,Cross-listing,,,,,,,,,,,,,,,,,2015-02-06 - 2021-02-05,Fishing in the SPRFMO Convention Area without authorisation and prolonged presence in the SPRFMO area,,,,,,,2019 - 2021,Cross-listing
False,BENAIAH,BENAIAH,,TN-2/FV01699/13,Fishing Vessel,"Longline, Gillnets",India,,,,,,,,,Raju,Chris Lukaj,,2017-05 - 2018-12-14,Fishing without a license in the waters of the UK (OT),2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
True,BHASKARA NO. 10,Bhaskara No. 10,,,,,Unknown,,,,,,,,,,,,2019-12 - ,Cross-listing,2011-08-30 - ,E11-5762,2005-12-26 - ,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
True,BHASKARA NO. 9,Bhaskara No. 9,,,,,Unknown,,,,,,,,,,,,2019-12 - ,Cross-listing,2011-08-30 - ,,2005-12-26 - ,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,BHINEKA,Bhineka,,,,,Indonesia,YGJY,,490.000,,43.700,,3.600,,,,,,,2011-08-30 - 2012-06-21,ref E11-5762,2005-12-26 - 2012-06-21,,,,,,,,,,,,,,,,,,,,,,,
True,"BIGEYE, BIG EYE",Bigeye,,SL/ITC/181104,,,Sierra Leone,FN003883,,,,,,,,MARIA FISHERY CO.LTD,,,2019-12 - ,Cross-listing,2006-11-26 - ,"vessels had no VMS, suspected of having no tuna licence and of possible at-sea transhipments",,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,BINH MINH 02,Pavlovsk,8326319,VNSG-2101-KS,"Seismic Survey Vessel, Research Survey Vessel",,Vietnam,3WYN,574756000,2319.000,721,62.260,198312,9.220,"Stralsund, VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 628, German Democratic Republic",PetroVietnam Technical Services Corp (PTSC) (Cong Ty Dich Vu Ky Thuat Dau Khi),PTSC Geos & Subsea Services Co Ltd,Laid-Up,,,,,,,,,,,2007-10-31 - 2008-04-27,,,,2005-11-18 - 2008-03-27,,2007-02-18 - 2008-04-27,,,,,,,,,,,
True,BLAGODATNY,NEFELIN,7645237,,Fishing Vessel,,Ukraine,,272545000,"171.000, 201.000",88,34.020,197700,3.660,"Astrakhan, U.S.S.R.",Batisi Cooperative ('Kooperativ Batisi'),Batisi Cooperative ('Kooperativ Batisi'),In Service/commission,2019-12 - ,Cross-listing,2020 - ,Cross-listing,,,,,,,,,,,,,,,,,,,2018 - 2019-04-24,,,,2019 - ,Cross-listing
False,BLUE OCEAN MARINE,Blue Ocean Marine,7826271,019921383,Fishing Vessel,,Belize,V3AF3,,2685.000,1741,84.990,198012,9.200,"Gdansk, Stocznia Polnocna SA (Northern Shipyard), Poland",Blue Ocean Marine Line SA,TS Marine Pte Ltd,Broken Up,2005-06-03 - 2007-05-18,"Contravention of IOTC Resolution 02/04, 02/05, 03/05",,,,,,,,,,,,,,,,,,,,,,,,,,
True,BRAVO,Bravo,,,,,Palau,T8AN3,,,,,,,,,,,2019-12 - ,Cross-listing,2004-11-21 - ,"Sighting of tuna longliner in the Convention area, not on ICCAT Record of Vessels",,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
True,CAMELOT,Camelot,,,,,Unknown,,,,,,,,,,,,2019-12 - ,Cross-listing,2011-08-30 - ,,2005-12-26 - ,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,CARIBBEAN STAR NO. 31,Caribbean Star No. 31,,,,,Colombia,,,88.000,,31.390,1980,3.550,Rodriguez Boat Builders Inc.,Crystal Ocean Inc.,,,,,,,2010-10-13 - 2011-07-01,Not authorized to fish,,,,,,,,,,,,,,,,,,,,,,
False,CARIBE,Caribe,7351161,,"Fishing Vessel, Stern Trawler",Trawl unspecified,,,,1580.000,1626,87.000,197501,8.410,"Viareggio, Soc. Esercizio Cant. S.p.A. - Viareggio Yard/hull No.: 615, Italy",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,In Service/commission,,,,,,,,,,,2007-10-31 - 2007-12-21,,,,2005-11-18 - 2007-11-16,,2007-02-18 - 2007-12-21,,,,,,,,,,,
True,CARLOS,Daniaa,7234014,002/DNMM/2003,Fishing Vessel,Longline,Guinea,3X07QMC,,312.000,,49.740,197209,3.660,"Shizuoka, Shizuoka, KK Kanasashi Zosen - Shimizu Yard/hull No.: 1082, Japan",Pesqueira Sao Tome Lda; SIPEM GUINEE SARL-PESQ.SAO TOME (ALPHA CAMARA),Pesqueira Sao Tome Lda,In Service/commission,2019-12 - ,Cross-listing,2008-11-24 - ,Bluefin tuna caught and exported without quota,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,CARMAL MATHA,CARMAL MATHA,,TN-2/FV01675/13,Fishing Vessel,Lines unspecified,India,,,,,,,,,"Anthony J, s/o Joseph",Mr Antony,,2017-05 - 2018-12-14,Fishing without a license in the waters of the UK (OT),2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
False,CARMEN,Carmen,8522030,M-01037,"Fishing Vessel, Stern Trawler",Trawl unspecified,,4LSK,,1898.000,690,62.260,198503,9.220,"Stralsund, VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 669, German Democratic Republic",A B Bocyp Fishing Ltd,Northern Fishers Co (OOO 'Severnaya Rybolovetskaya Kompaniya'),Broken Up,,,,,,,,,,,2007-10-31 - 2011,,,,2004-10-04 - 2009-11-13,,2006-09-22 - 2009-11-13,NAFO Div. 1F,,,,,,,,,,
False,CEFEY,Cefey,7700104,,Reefer,,Russia,UGAU,,1727.000,2175,78.110,197807,7.520,"Buesum, Buesumer Werft GmbH - Buesum (Hull) Yard/hull No.: 269, Germany, Federal Republic Of",Rybprom-3 JSC (ZAO 'Rybprom-3'),Rybprom-3 JSC (ZAO 'Rybprom-3'),Broken Up,,,,,,,,,,,2007-10-31 - 2009-11-13,,,,2005-04-13 - 2009-11-13,"OBS with Panamanian Flag call sign: HP8520, OBS by NOR transhipping the in NEAFC Regulatory Area",2007-02-18 - 2009-11-13,,,,,,,,,,,
True,CEVAHIR,GALA I,8133839,,"Research vessel, Fishing Vessel, Research Survey Vessel",Purse seine,Unknown,,,104.000,,23.750,198200,4.000,"Hoogezand, Jachtbouw en Constructiebedrijf Marcon - Hoogezand, Netherlands",Trade & Trade Yachting Ltd,Trade & Trade Yachting Ltd,In Service/commission,2019-12 - ,Cross-listing,2008-11-24 - ,Use of fraudulent documentation,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
True,CHALLENGE,Challenge,6622642,37571PEXT,Fishing Vessel,,,HO5381,,900.000,1145,45.700,1966,7.010,"Barreras S.A., Hijos De J. (Vigo , Spain), Vigo, Spain",Advantage Company SA,Advantage Company SA,Continued Existence In Doubt,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2006-11-03 - ,Inside Division 58.4.3b; 58.4.3b; 58.4.3b; 58.4.3b,2007-10-31 - ,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
True,CHI TONG,Chi Tong,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2021-06-05 - ,Cross-listing
False,CHIA YU 3,Yu Long 33,,,,,Unknown,,,55.000,,22.100,2002,1.700,"Jin Jiahn Lih Shipbuilding Co., Ltd.",,Pesca Tuna SA,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
True,CHOTCHAINAVEE 35,CHOTCHAINAVEE 35,,,"Fishing Vessel, Trawler",Trawls,Djibouti,,567000035,,,,,,,Green Laurel International,,,2019-06 - ,,2019-06-01 - ,Cross-listing,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,COBIJA,COBIJA,7330399,,"Fishing Vessel, Stern Trawler",Trawl unspecified,,,,873.000,,52.000,197311,5.620,"Marystown, NL, Canada",Express Financial Ventures Group Inc,Express Financial Ventures Group Inc,In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,,,2017 - ,Fishing inside FAO Area 47/48,,,2018 - ,Following SEAFO,,,,,,,,,,,2019 - ,Cross-listing
False,COMET,Comet,8324139,,Fishing Vessel,,Unknown,,,1007.000,853,62.820,198403,6.810,"Muroran, Hokkaido, Narasaki Zosen K.K., Japan",Credraf Associates SA,Jose Manuel Salgueiro,In Service/commission,,,,,,,,,2006-11-03 - 2008-11-07,Fishing inside Division 58.4.3b,2007-10-31 - 2008-11-07,,,,,,,,,,,,,,,,,
False,CONCHITA VI,Conchita VI,,,,,Belize,V3TB7,,79.000,,23.800,2002,2.000,Shing Sheng Fa Boatbuilding Co. Ltd,Primero Fishery Co. Ltd,,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,CRYSTAL CROWN,Ocean Explorer,7826245,,Fishing Vessel,Purse seine,,,,2685.000,1749,84.990,198012,9.220,"Gdansk, ul Marynarki Polskiej 177, 80-958 Gdansk, Poland","THAI TUNA FISHING Co., Ltd.",International Fishing Corp Pte Ltd,In Service/commission,2005-06-03 - 2006-05-26,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
False,"DAE YANG NO. 606, NO.606 DAE YANG",Chang Yow No. 212,8013883,0809001-6261106,Fishing Vessel,Longline,South Korea,DTBV3,441527000,664.000,,55.890,198008,3.920,"Shizuoka, Shizuoka, 1980-08 KK Kanasashi Zosen - Shimizu Yard/hull No.: 2047, Japan","Grand Fishery Co., Ltd","Grand Fishery Co., Ltd",In Service/commission,,,2004-11-21 - 2006-11-26,,,,,,,,,,,,,,,,,,,,,,,,,
False,DIEGO STAR 2,DIEGO STAR 2,,,Fishing Vessel,,Comoros,D6A2026,,,,,,,,Rodia Processing Plant Co Ltd,Rodia Processing Plant Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06 - 2018-10-26,Fishing in the Agreement Area and not on the SIOFA Record of Authorised Vessels
False,DIEGO STAR 3,DIEGO STAR 3,8001608,,Fishing Vessel,Longline,Comoros,D6A2132,,299.000,,50.770,198004,3.560,"Kochi, Kochi, Japan",Rodia Processing Plant Co Ltd,Rodia Processing Plant Co Ltd,"Total Loss, Sunk",,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06 - 2018-10-26,Fishing in the Agreement Area and not on the SIOFA Record of Authorised Vessels
False,DIGNAMOL 1,DIGNAMOL 1,,IND-TN-15-MM-125,Fishing Vessel,Lines unspecified,India,,,,,,,,,"Jelvis s/o Dicostan; SD. Jelvish, s/o Dikostan",James Robert,,2017-05 - 2018-12-14,Fishing without a license in the waters of the UK (OT),2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
False,DOLFIN,Dolphin,8422852,,"Fishing Vessel, Stern Trawler",Trawl unspecified,Unknown,,,1898.000,690,62.260,198410,9.220,"Stralsund, VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 656, German Democratic Republic",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,Scrapped,,,,,,,,,,,2007-10-31 - 2014-11-14,,,,2005-04-01 - 2014-11-14,OBS by EU and ISL fishing in the NEAFC Regulatory Area,2007-02-18 - 2014-11-14,,,,,,,,,,,
True,DONG WON NO. 629,Melilla No. 103,7809986,9710003-6260008,Fishing Vessel,Longline,South Korea,DTAQ8,,422.000,425,52.750,197809,3.750,"Niigata, Niigata, Niigata Engineering Co Ltd - Niigata Yard/hull No.: 1607, Japan",,Dongwon Industries Co Ltd,"Sunk, Total Loss",2019-12 - ,Cross-listing,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,DRAGON 18,Dragon 18,,,,,Belize,V3NS5,,99.000,,,,2.000,Chien Renn Shipbuilding Co. Ltd,,"Shung Ye Fishery Co., Ltd",,,,,,2005-12-26 - 2008-06-27,,,,,,,,,,,,,,,,,,,,,,,
False,DRAGON 28,Dragon 28,,P13101,Fishing Vessel,Longline,Costa Rica,V3HT2,,90.000,,27.600,2002,2.000,"Chien Renn Shipbuilding Co. Ltd, Chien Renn Shipbuilding Company, Ltd.","3-102-749775 Sociedad De Responsabilidad, Ltd.",,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
True,DRAGON III,Dragon III,,,,,Unknown,,,105.000,,23.800,1997,3.200,,Reino De Mar S.A.,Reino De Mar S.A.,,2019-12 - ,Cross-listing,2013-08-20 - ,,2005-12-26 - ,,,,,,,,,,,,,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,DRAGON VI,Dragon VI,,,,,Costa Rica,,,91.000,,26.500,1995,3.600,Tecnonaval S.A.,Hung Chuan Wang Shih / Astillero Mariscos del Pacífico SA,Pesca Tuna SA,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,DRAGON XIII,Dragon XIII,,,,,Belize,,,,,,,,,,,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,DUBREKA,Cliff,8028424,51100,"Fish carrier, Reefer",,Dominica,J7AW4,325110000,2732.000,3346,80.750,198201,7.800,"Capelle a/d IJssel, Scheepswerf en Mfbk. Ysselwerf B.V. - Capelle a/d IJssel Yard/hull No.: 202, Netherlands",Sonit Sarl (Societe Sonit Guinee-Sarl),"Sonit S/L Ltd,",In Service/commission,,,,,,,,,,,2007-10-31 - 2009-07-10,,,,2005-04-01 - 2009-07-10,OBS by NOR transhipping in the NEAFC Regulatory Area,2007-02-18 - 2009-07-10,,,,,,,,,,,
False,EPHRAEEM,EPHRAEEM,,IND-TN-15-MM-4779,Fishing Vessel,"Gillnets, Longline",India,,,,,,,,,,,,2017-05 - 2018-12-14,"Fishing without a license, use of prohibited gear and no logbook in the waters of the UK (OT)",2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
True,EROS DOS,Eros Dos,8604668,37161PEXT,"Fishing Vessel, Fishery support vessel",Longline,Unknown,HO5115,,369.000,268,36.500,198912,5.820,"Vigo, Hijos de J. Barreras S.A. - Vigo Yard/hull No.: 1499, Spain",Suarpesca SA,Suarpesca SA,Laid-Up,2019-12 - ,Cross-listing,2020 - ,Cross-listing,,,,,,,2008-02-29 - ,,,,2008-02-29 - ,,2008-08-04 - ,,,,,,2014-05 - ,,,,2019 - ,Cross-listing
False,EVA,Eva,8522119,M-01039,"Fishing Vessel, Stern Trawler",Trawl unspecified,Georgia,4LPH,,1898.000,690,62.260,198505,9.220,"Stralsund, VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 677, German Democratic Republic",A B Bocyp Fishing Ltd,Northern Fishers Co (OOO 'Severnaya Rybolovetskaya Kompaniya'),Broken Up,,,,,,,,,,,2007-10-31 - 2009-11-13,,,,2004-10-04 - 2009-11-13,,2006-09-22 - 2009-11-13,NAFO Div. 1F,,,,,,,,,,
False,F/V EMILY,F/V Emily,,,,,St. Vincent and the Grenadines,,,,,,,,,Continental Ltd.,,,,,2005-11-20 - 2006-11-26,,,,,,,,,,,,,,,,,,,,,,,,,
False,FLORENTINO,Daniela F,9130793,P-04-00943,Fishing Vessel,Purse seine,Ecuador,HC5240,735058912,3726.000,3706,107.500,199704,10.080,"Group Tomas A. Alonso 100, Apartado 35, 36208 Vigo (Pontevedra), Spain, H. J. Barreras",Importeq SA; Importadora Y Exportadora De Maquinas Y Equipos Industriales Importeq SA,Importeq SA; Importadora Y Exportadora De Maquinas Y Equipos Industriales Importeq SA,In Service/commission,,,,,,,2007-12-07 - 2009-12-11,,,,,,,,,,,,,,,,,,,,,
False,FONG KUO NO. 819,Seed Leaf,8913992,42061-10-C,"Reefer, Fish carrier, Cargo vessel",,Panama,3FCY3,370070000,5131.000,6523,115.000,"199101, 1990",10.100,"Hachinohe, Aomori, Kitanihon Zosen K.K., Japan",,FK Overseas Co Ltd,In Service/commission,,,,,,,,,2006-11-03 - 2008-11-07,Undocumented transhipment,2007-10-31 - 2008-11-07,,,,,,,,,,,,,,,,,
True,FU HSIANG FA 18,Fu Hsiang Fa 18,,,Fishing Vessel,Longline,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,FU HSIANG FA NO. 01,Fu Hsiang Fa No. 01,,,,,,,,,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,FU HSIANG FA NO. 02,Fu Hsiang Fa No. 02,,,,,,,,,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,FU HSIANG FA NO. 06,Fu Hsiang Fa No. 06,,,,,,,,,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
True,FU HSIANG FA NO. 08,Fu Hsiang Fa No. 08,,,,,,,,,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,2020 - ,Cross-listing
